Domain,YearsOfExperience,Year,Salary
healthcare,1,2022,94600
devops,15,2022,220070
education,5,2022,89535
devops,12,2022,214982
backend,0,2022,112452
ml,11,2022,195809
ml,18,2022,190807
backend,9,2022,167304
frontend,9,2022,143287
business,9,2022,153008
backend,18,2022,158453
data,20,2022,207173
backend,6,2022,138630
frontend,11,2022,151062
data,6,2022,152424
frontend,2,2022,128288
data,9,2022,196476
devops,16,2022,184526
design,0,2022,104921
backend,0,2022,145308
design,6,2022,133158
devops,16,2022,198725
fullstack,8,2022,177479
fullstack,0,2022,118401
devops,19,2022,208863
fullstack,10,2022,148386
design,13,2022,137683
business,5,2022,137928
data,6,2022,164388
education,5,2022,98060
fullstack,11,2022,174653
design,13,2022,132531
backend,1,2022,116626
frontend,2,2022,114281
design,14,2022,133388
fullstack,5,2022,140433
healthcare,13,2022,138815
data,4,2022,170204
data,20,2022,172508
ml,0,2022,155417
business,13,2022,143047
design,10,2022,121431
fullstack,0,2022,131242
healthcare,16,2022,144976
data,0,2022,131226
education,7,2022,91259
business,2,2022,129103
fullstack,8,2022,151619
backend,11,2022,155008
design,17,2022,142096
devops,13,2022,189336
fullstack,19,2022,163808
business,19,2022,141396
backend,10,2022,181697
healthcare,0,2022,107672
education,5,2022,110747
design,18,2022,129086
fullstack,10,2022,171975
backend,13,2022,169867
ml,3,2022,183609
business,4,2022,112330
fullstack,0,2022,142902
healthcare,19,2022,142117
design,20,2022,134527
devops,3,2022,155369
ml,20,2022,213681
education,16,2022,136900
data,6,2022,144257
education,18,2022,126998
backend,9,2022,189831
healthcare,11,2022,156092
design,15,2022,130457
fullstack,17,2022,171058
ml,0,2022,164165
design,5,2022,114475
data,4,2022,177833
data,1,2022,153760
business,0,2022,117732
devops,19,2022,182938
design,1,2022,93655
business,2,2022,128104
business,20,2022,176958
fullstack,2,2022,135383
devops,3,2022,183852
business,11,2022,138487
frontend,6,2022,135680
healthcare,5,2022,131465
healthcare,5,2022,127194
ml,15,2022,245843
design,6,2022,122709
design,16,2022,138697
ml,19,2022,218638
ml,8,2022,181045
data,16,2022,198630
healthcare,9,2022,149054
education,16,2022,120195
business,3,2022,121311
fullstack,18,2022,179528
healthcare,4,2022,124252
fullstack,12,2022,185468
devops,5,2022,147575
healthcare,11,2022,137917
design,15,2022,127550
education,13,2022,118529
ml,4,2022,170288
frontend,3,2022,126583
fullstack,0,2022,113112
devops,20,2022,216865
ml,0,2022,147007
ml,14,2022,194050
fullstack,12,2022,185356
ml,11,2022,205202
fullstack,1,2022,142053
ml,11,2022,237034
fullstack,1,2022,146481
ml,0,2022,142742
healthcare,17,2022,129542
data,1,2022,141830
design,13,2022,133811
backend,0,2022,141473
ml,17,2022,239168
backend,3,2022,161850
design,12,2022,118735
ml,5,2022,173123
ml,13,2022,182097
backend,8,2022,158307
ml,17,2022,211234
business,9,2022,122257
business,5,2022,133790
backend,14,2022,165193
data,19,2022,220908
design,3,2022,92424
education,11,2022,127959
backend,16,2022,188450
frontend,17,2022,142332
healthcare,15,2022,159667
ml,6,2022,169878
business,9,2022,156849
fullstack,17,2022,193519
devops,12,2022,208263
fullstack,1,2022,141799
business,4,2022,140493
fullstack,6,2022,170111
education,17,2022,123722
ml,6,2022,163174
fullstack,7,2022,158692
healthcare,6,2022,118743
backend,5,2022,165429
devops,0,2022,157712
business,8,2022,118796
business,7,2022,145755
frontend,11,2022,147397
ml,20,2022,197926
ml,17,2022,235653
business,10,2022,150728
ml,4,2022,178993
business,5,2022,117496
design,8,2022,137834
business,12,2022,141868
backend,14,2022,181577
frontend,14,2022,139903
business,10,2022,144991
design,20,2022,137095
backend,12,2022,169262
business,19,2022,142468
business,9,2022,131615
design,12,2022,118552
business,13,2022,158929
frontend,10,2022,167160
devops,18,2022,182140
data,7,2022,178936
devops,14,2022,220704
frontend,3,2022,139850
business,1,2022,125535
backend,6,2022,148981
devops,2,2022,157036
backend,8,2022,182502
data,19,2022,178249
fullstack,20,2022,155341
data,7,2022,153954
devops,12,2022,176391
frontend,15,2022,181580
backend,2,2022,143917
data,12,2022,198432
backend,18,2022,199187
healthcare,20,2022,143215
frontend,2,2022,117780
frontend,11,2022,162789
education,6,2022,98653
ml,11,2022,235740
fullstack,6,2022,139857
ml,14,2022,225198
design,4,2022,117437
devops,6,2022,181122
healthcare,2,2022,97543
design,2,2022,101872
education,5,2022,109580
frontend,15,2022,166642
data,1,2022,157798
education,6,2022,91272
fullstack,6,2022,163068
frontend,16,2022,179233
design,13,2022,136211
backend,16,2022,157449
design,6,2022,120282
ml,19,2022,238951
fullstack,19,2022,159012
data,14,2022,214550
backend,14,2022,190954
fullstack,18,2022,154585
healthcare,15,2022,133191
data,11,2022,173138
education,3,2022,108592
business,15,2022,163191
backend,5,2022,137947
design,16,2022,134185
backend,4,2022,167674
fullstack,12,2022,150959
backend,1,2022,130479
backend,7,2022,168373
frontend,17,2022,158232
data,1,2022,158939
ml,16,2022,231321
devops,7,2022,158969
design,13,2022,146825
ml,18,2022,223752
ml,14,2022,201552
business,12,2022,141479
ml,4,2022,168878
fullstack,6,2022,154441
frontend,3,2022,127867
devops,9,2022,198983
business,10,2022,129235
ml,15,2022,248137
frontend,14,2022,157827
backend,0,2022,127119
education,17,2022,113347
backend,19,2022,208540
education,11,2022,115259
data,20,2022,210376
fullstack,11,2022,186448
frontend,6,2022,132873
fullstack,11,2022,183796
devops,6,2022,198765
devops,4,2022,190506
design,1,2022,113168
education,16,2022,134318
ml,6,2022,179854
healthcare,15,2022,151970
backend,4,2022,138576
ml,20,2022,200556
ml,19,2022,202746
data,16,2022,195293
devops,15,2022,195830
devops,1,2022,169133
frontend,2,2022,114747
fullstack,1,2022,145418
education,12,2022,109861
fullstack,1,2022,116279
ml,11,2022,223495
business,0,2022,104720
design,5,2022,117764
frontend,13,2022,131766
data,12,2022,168471
ml,5,2022,186941
backend,14,2022,160876
education,20,2022,109819
design,15,2022,134970
business,18,2022,133991
design,4,2022,119284
fullstack,8,2022,165687
design,8,2022,114233
data,0,2022,138213
frontend,3,2022,108802
fullstack,3,2022,129737
devops,3,2022,151694
education,16,2022,119872
ml,5,2022,175760
design,8,2022,136858
data,12,2022,179451
devops,6,2022,177111
backend,3,2022,160267
data,1,2022,121892
ml,13,2022,221471
backend,19,2022,187972
healthcare,7,2022,124160
backend,18,2022,210727
backend,5,2022,153413
data,3,2022,145623
backend,15,2022,209257
backend,4,2022,159255
education,17,2022,120798
design,0,2022,103234
healthcare,8,2022,132933
frontend,4,2022,146221
devops,0,2022,147955
ml,9,2022,195195
healthcare,0,2022,90041
fullstack,18,2022,192342
data,8,2022,169496
data,8,2022,165854
healthcare,13,2022,121548
fullstack,20,2022,164500
education,8,2022,123369
fullstack,18,2022,173542
frontend,6,2022,120367
ml,3,2022,175086
backend,11,2022,154622
business,2,2022,124446
fullstack,3,2022,151573
backend,9,2022,182977
education,5,2022,91831
fullstack,11,2022,153718
fullstack,18,2022,168954
design,16,2022,124464
fullstack,2,2022,132614
business,3,2022,136605
healthcare,5,2022,116758
healthcare,15,2022,135698
frontend,13,2022,174239
backend,14,2022,180203
backend,10,2022,174803
business,17,2022,152960
ml,16,2022,223216
ml,8,2022,182685
business,1,2022,96362
business,20,2022,169301
healthcare,9,2022,151206
fullstack,8,2022,145741
devops,8,2022,166432
frontend,6,2022,126984
fullstack,1,2022,111242
fullstack,12,2022,149514
design,19,2022,120764
data,7,2022,187367
frontend,15,2022,155812
backend,19,2022,181293
business,15,2022,156888
ml,3,2022,195293
design,8,2022,105248
business,3,2022,113944
business,19,2022,150450
education,2,2022,79367
healthcare,19,2022,156210
devops,15,2022,222102
healthcare,20,2022,146699
education,10,2022,112150
healthcare,19,2022,168098
fullstack,16,2022,196333
design,12,2022,122287
fullstack,18,2022,166931
frontend,16,2022,139965
frontend,1,2022,135407
business,19,2022,152879
education,8,2022,103977
design,14,2022,115462
business,11,2022,161121
ml,7,2022,190106
frontend,2,2022,138575
business,8,2022,127527
ml,12,2022,194741
ml,14,2022,239730
ml,5,2022,213395
devops,3,2022,169307
fullstack,4,2022,145349
frontend,11,2022,154393
backend,3,2022,164597
healthcare,15,2022,164335
devops,11,2022,186086
education,4,2022,92297
education,6,2022,113617
fullstack,2,2022,116853
business,3,2022,125521
ml,12,2022,201608
data,1,2022,160154
ml,0,2022,147641
ml,7,2022,180471
backend,0,2022,121124
business,5,2022,125032
design,12,2022,128360
design,2,2022,98589
healthcare,3,2022,117185
frontend,18,2022,169594
healthcare,9,2022,124467
fullstack,10,2022,159093
education,17,2022,129310
data,2,2022,156389
fullstack,6,2022,133688
healthcare,17,2022,147552
backend,5,2022,151650
fullstack,5,2022,149237
design,8,2022,114653
frontend,3,2022,121926
backend,14,2022,164008
healthcare,12,2022,145894
healthcare,10,2022,142604
frontend,12,2022,151856
data,6,2022,188383
ml,16,2022,228028
healthcare,11,2022,122606
business,6,2022,127920
backend,3,2022,157904
healthcare,0,2022,106381
healthcare,13,2022,143364
ml,4,2022,199790
devops,0,2022,159061
fullstack,13,2022,185647
healthcare,20,2022,149526
fullstack,1,2022,112337
healthcare,4,2022,117131
education,20,2022,113756
education,3,2022,109218
healthcare,18,2022,125503
devops,0,2022,127480
business,0,2022,97997
design,11,2022,133318
ml,18,2022,254055
frontend,8,2022,152706
design,10,2022,120830
healthcare,6,2022,136775
ml,7,2022,191241
healthcare,4,2022,132155
backend,5,2022,159180
healthcare,0,2022,97208
healthcare,14,2022,124879
design,1,2022,85690
fullstack,20,2022,199883
design,7,2022,111252
education,18,2022,131118
healthcare,17,2022,136956
design,9,2022,119710
frontend,4,2022,150228
design,18,2022,120040
business,17,2022,133430
backend,6,2022,171148
business,3,2022,113661
business,15,2022,170684
fullstack,7,2022,151987
healthcare,18,2022,138742
design,9,2022,115242
ml,8,2022,180894
education,5,2022,106479
design,20,2022,147573
frontend,3,2022,139047
healthcare,12,2022,130329
ml,20,2022,251086
data,8,2022,160147
healthcare,18,2022,165321
frontend,7,2022,133859
frontend,5,2022,135592
fullstack,17,2022,187203
frontend,5,2022,139473
ml,14,2022,204801
design,12,2022,130150
design,17,2022,149371
fullstack,17,2022,164002
data,17,2022,201226
backend,15,2022,171601
education,10,2022,101984
backend,2,2022,155262
fullstack,2,2022,125230
fullstack,20,2022,163648
business,12,2022,125669
fullstack,8,2022,154476
business,8,2022,141483
business,13,2022,132236
design,16,2022,120391
ml,4,2022,204126
design,17,2022,117550
ml,7,2022,217549
education,2,2022,90240
ml,14,2022,209124
design,14,2022,131484
devops,20,2022,220975
devops,11,2022,177330
business,9,2022,140821
education,10,2022,113236
data,16,2022,186572
design,8,2022,108589
business,3,2022,118354
design,7,2022,135468
frontend,6,2022,119078
design,12,2022,145758
frontend,18,2022,140682
devops,3,2022,184137
data,9,2022,153669
business,15,2022,142723
frontend,0,2022,116426
frontend,4,2022,136087
frontend,3,2022,144405
frontend,5,2022,134804
design,9,2022,116589
healthcare,19,2022,145344
education,4,2022,84992
fullstack,15,2022,174839
ml,17,2022,250072
devops,4,2022,190707
data,10,2022,175311
data,16,2022,203402
backend,11,2022,185072
business,17,2022,160723
devops,4,2022,148579
fullstack,14,2022,188069
business,20,2022,132666
business,7,2022,134178
backend,17,2022,203841
data,7,2022,181015
business,15,2022,138174
business,12,2022,135719
devops,17,2022,221668
frontend,14,2022,163200
healthcare,0,2022,108819
frontend,12,2022,149644
devops,7,2022,174081
fullstack,13,2022,181163
healthcare,3,2022,109776
ml,16,2022,247172
ml,7,2022,177803
business,11,2022,160458
business,1,2022,122437
business,5,2022,129613
business,14,2022,134021
ml,12,2022,180013
design,2,2022,101591
devops,9,2022,209766
ml,8,2022,181282
education,3,2022,108927
healthcare,15,2022,145471
education,13,2022,102420
data,20,2022,198235
devops,8,2022,164761
education,0,2022,88357
backend,18,2022,212156
design,10,2022,115722
backend,11,2022,165523
ml,16,2022,238201
education,3,2022,103845
devops,9,2022,207130
healthcare,15,2022,147734
frontend,0,2022,100983
ml,20,2022,212345
ml,11,2022,200048
business,7,2022,145721
education,2,2022,92763
data,9,2022,189988
design,6,2022,132732
design,1,2022,102008
education,8,2022,94480
design,4,2022,100751
data,2,2022,152387
frontend,2,2022,136940
education,16,2022,138522
education,9,2022,120089
education,3,2022,105707
fullstack,0,2022,122445
business,11,2022,161508
frontend,12,2022,137501
ml,5,2022,209037
ml,11,2022,192039
business,0,2022,91108
design,10,2022,140728
ml,10,2022,209971
education,9,2022,110823
business,18,2022,135169
education,20,2022,131118
backend,1,2022,149459
fullstack,15,2022,187573
ml,10,2022,229559
healthcare,10,2022,132795
fullstack,14,2022,176756
ml,15,2022,247658
business,3,2022,106559
business,18,2022,139369
ml,5,2022,190414
devops,7,2022,163167
fullstack,4,2022,146131
design,10,2022,137945
business,4,2022,142194
devops,18,2022,212854
backend,1,2022,154194
education,9,2022,111537
design,15,2022,154951
ml,11,2022,215891
ml,15,2022,227307
fullstack,5,2022,141303
devops,20,2022,206175
data,14,2022,195683
backend,19,2022,210491
ml,8,2022,222054
business,13,2022,145906
design,5,2022,113878
fullstack,13,2022,155565
education,11,2022,118783
healthcare,1,2022,109732
data,8,2022,160890
data,2,2022,148918
business,18,2022,144171
data,3,2022,148605
design,18,2022,138536
design,17,2022,141506
fullstack,20,2022,157367
ml,15,2022,198330
ml,8,2022,214634
design,6,2022,115969
fullstack,8,2022,163216
business,19,2022,139185
ml,4,2022,196903
backend,11,2022,171567
education,16,2022,109328
design,11,2022,141372
education,10,2022,110987
design,4,2022,128927
devops,16,2022,183599
design,18,2022,128430
healthcare,18,2022,150164
education,10,2022,122194
healthcare,10,2022,125998
design,2,2022,90052
ml,7,2022,190600
business,12,2022,148123
devops,4,2022,152772
business,1,2022,115812
backend,12,2022,182738
healthcare,8,2022,123152
ml,14,2022,183814
design,3,2022,109189
education,17,2022,133268
devops,9,2022,179668
devops,20,2022,224458
ml,4,2022,168502
frontend,18,2022,184369
frontend,1,2022,111396
business,2,2022,112579
education,0,2022,84460
education,0,2022,79874
healthcare,15,2022,128229
devops,16,2022,192448
healthcare,17,2022,167255
devops,18,2022,232114
education,8,2022,119863
education,15,2022,128165
ml,20,2022,221889
education,6,2022,97778
data,2,2022,126405
devops,0,2022,142242
ml,17,2022,250104
data,0,2022,130068
fullstack,6,2022,164282
design,1,2022,109906
healthcare,0,2022,99617
healthcare,2,2022,120760
healthcare,10,2022,124664
fullstack,8,2022,140764
fullstack,13,2022,168610
devops,1,2022,157838
backend,13,2022,169694
data,19,2022,194772
design,6,2022,124889
frontend,19,2022,186898
fullstack,4,2022,138425
data,10,2022,200664
frontend,1,2022,115515
backend,12,2022,158942
business,6,2022,146970
ml,20,2022,238398
devops,15,2022,223502
backend,6,2022,151188
devops,5,2022,189923
frontend,13,2022,135368
ml,16,2022,248164
education,19,2022,132886
healthcare,7,2022,118762
backend,15,2022,161168
devops,6,2022,195572
ml,4,2022,158981
fullstack,6,2022,150645
data,7,2022,166408
data,17,2022,204238
backend,6,2022,137444
devops,11,2022,207219
ml,2,2022,194053
design,4,2022,109770
healthcare,19,2022,155156
ml,8,2022,213838
ml,17,2022,201941
healthcare,3,2022,114453
data,12,2022,191911
education,16,2022,104470
education,10,2022,125807
healthcare,17,2022,156360
backend,6,2022,163770
business,7,2022,132013
design,17,2022,125184
data,17,2022,167319
ml,7,2022,200324
data,12,2022,157625
healthcare,2,2022,108064
business,19,2022,176078
education,4,2022,108553
backend,0,2022,136113
data,14,2022,170848
ml,17,2022,224731
healthcare,5,2022,134056
healthcare,12,2022,151997
healthcare,17,2022,125275
frontend,0,2022,110971
frontend,7,2022,155266
ml,10,2022,233585
healthcare,4,2022,114047
healthcare,0,2022,103816
business,2,2022,127477
healthcare,19,2022,139889
backend,18,2022,167936
design,9,2022,112553
healthcare,10,2022,138445
design,2,2022,103078
business,8,2022,143679
data,1,2022,145002
design,5,2022,113617
data,0,2022,136873
design,12,2022,146029
education,17,2022,122873
backend,19,2022,188678
fullstack,14,2022,151070
ml,15,2022,217063
frontend,9,2022,138675
business,6,2022,129461
design,17,2022,127822
business,16,2022,169887
data,1,2022,136246
design,1,2022,113982
devops,16,2022,193705
healthcare,17,2022,149516
ml,9,2022,222102
devops,4,2022,147076
data,9,2022,194453
frontend,17,2022,143930
backend,0,2022,114808
backend,11,2022,195704
fullstack,9,2022,137993
education,6,2022,100946
backend,2,2022,130331
fullstack,1,2022,148821
devops,2,2022,170755
design,14,2022,136905
fullstack,7,2022,157882
devops,19,2022,177793
education,18,2022,120181
backend,15,2022,199712
healthcare,4,2022,106847
frontend,15,2022,147505
fullstack,4,2022,161407
devops,4,2022,162063
devops,18,2022,234741
business,16,2022,141486
education,10,2022,100167
healthcare,10,2022,123530
business,1,2022,110883
education,2,2022,80375
design,18,2022,138603
data,12,2022,159156
education,5,2022,91162
